name,n_occurences
second-language acquisition,1
secondary color,1
secondary data,1
secondary development,1
secrecy,2
secret sharing,10
sect,1
sectional anatomy,2
secure by design,1
secure multi-party computation,5
secure transmission,2
secure two-party computation,1
security alarm,1
security analysis,2
security controls,1
security domain,1
security engineering,2
security information and event management,7
security management,3
security policy,7
security printing,1
security service,3
security testing,2
security through obscurity,1
security token,10
sed,2
sediment,2
sedimentary depositional environment,1
sedimentary rock,1
sedimentology,1
see-through display,8
seed implantation,1
seeding,17
segment tree,7
segmentation,349
segmentation-based object categorization,55
seifert surface,1
seismic risk,2
seismic to simulation,3
seismic tomography,1
seismic wave,6
seismogram,3
seismometer,3
seizing,1
selectable mode vocoder,1
selection algorithm,24
selection bias,2
selective abstraction,1
selectivity,2
self,6
self care,3
self-assembly,3
self-assessment,2
self-awareness,1
self-certifying file system,3
self-concept,1
self-disclosure,2
self-efficacy,2
self-healing,1
self-help devices,1
self-management,2
self-monitoring,2
self-optimization,1
self-organization,19
self-organizing map,206
self-organizing network,6
self-reconfiguring modular robot,3
self-reflection,4
self-regulated learning,2
self-separation,1
self-service,1
self-shadowing,27
self-similarity,8
self-tuning,1
selfie,4
selic,1
semantic analytics,15
semantic change,2
semantic compression,1
semantic computing,20
semantic data model,36
semantic desktop,2
semantic differential,2
semantic equivalence,4
semantic feature,2
semantic field,1
semantic gap,5
semantic grid,15
semantic heterogeneity,2
semantic html,1
semantic integration,7
semantic interoperability,3
semantic interpretation,9
semantic mapping,6
semantic memory,4
semantic network,35
semantic parameterization,1
semantic property,1
semantic query,1
semantic reasoner,3
semantic role labeling,1
semantic search,15
semantic similarity,29
semantic social network,1
semantic technology,9
semantic web,92
semantic web stack,9
semantics,267
semantics of logic,2
semaphore,3
sememe,1
semeval,1
semi-major axis,1
semi-structured data,8
semi-structured interview,3
semi-structured model,2
semi-supervised learning,15
semiconductor device fabrication,1
semiconductor laser theory,1
semiconductor memory,1
semidefinite programming,3
semigroup,1
semilunar valves,1
semiology,2
semiosis,1
semiotic engineering,3
semiotics,6
senior scientist,1
sensation,95
sense and respond,1
sense of agency,2
sense of community,1
sense of place,5
sensemaking,36
senses touch,2
sensibility,4
sensitive populations,1
sensitive touch,2
sensitivity (control systems),5
sensitivity analysis,2
sensor array,13
sensor fusion,136
sensor grid,3
sensor node,2
sensor observation service,1
sensor web,9
sensorimotor skills,1
sensorium,3
sensory aid,2
sensory cue,86
sensory design,1
sensory feedbacks,1
sensory overload,1
sensory processing,1
sensory processing disorder,1
sensory stimulation therapy,5
sensory substitution,42
sensory system,27
sentence,25
sentiment analysis,51
separable filter,3
separable partial differential equation,1
separable space,11
separation of concerns,5
separation principle,1
separation process,1
sequence,1
sequence alignment,38
sequence analysis,19
sequence assembly,4
sequence clustering,1
sequence database,4
sequence diagram,7
sequence learning,2
sequence logo,7
sequence motif,3
sequence-tagged site,1
sequent,3
sequential algorithm,11
sequential analysis,1
sequential decoding,1
sequential estimation,1
sequential game,4
sequential logic,1
sequential minimal optimization,1
sequential pattern mining,4
sequential quadratic programming,1
sequoia,2
serendipity,3
serial communication,6
serial manipulator,2
serial memory processing,1
serial port,2
serialization,9
seriation (archaeology),1
series (mathematics),4
series and parallel circuits,1
series expansion,1
serif,4
serious play,1
seriousness,1
servant,1
server,328
server farm,3
server log,2
server-side,29
server-side scripting,1
service (systems architecture),3
service delivery framework,5
service design,5
service discovery,3
service innovation,1
service interface for real time information,1
service layer,2
service level,4
service level objective,1
service level requirement,1
service management,4
service provider,38
service quality,8
service robot,8
service system,10
service virtualization,2
service-learning,1
service-level agreement,3
service-orientation,5
service-oriented architecture,35
service-oriented modeling,1
services computing,10
servo,4
servo control,2
servomotor,21
set (psychology),1
set cover problem,3
set estimation,1
set function,1
set operations,12
set partitioning in hierarchical trees,6
set theory,16
settling,3
settling time,3
seven basic tools of quality,4
seven management and planning tools,6
seven stages of action,1
severance,2
severe weather,1
sex trafficking,2
sextant (astronomical),12
sgml,5
shade tree,2
shadeop,1
shader,745
shader lamps,9
shading,1072
shading language,58
shadow,722
shadow and highlight enhancement,24
shadow mapping,368
shadow mask,2
shadow memory,3
shadow system,1
shadow volume,192
shadowgraph,2
shake,23
shaking hands,1
shallow focus,1
shallow water equations,4
shame,2
shamir's secret sharing,3
shape analysis (digital geometry),150
shape coding,4
shape context,4
shape factor,2
shape grammar,14
shape object,1
shape optimization,4
shape parameter,7
shape-memory alloy,5
shapefile,4
shapley value,1
shard,1
share price,1
shared memory,80
shared mesh,4
shared messages,1
shared parking,1
shared resource,20
shared secret,1
shared space,4
shareholder,1
sharing attention,1
sharing economy,1
sharpening,18
sheaf,2
shear (sheet metal),5
shear force,5
shear matrix,1
shear stress,2
shear wave splitting,1
shearing (physics),2
shearlet,2
sheet metal,2
shell (computing),10
shell eco-marathon,1
shell integration,1
shell model,2
shepard tone,1
sherd,1
shield,1
shift operator,1
shift register,2
shift-and-add,1
shiksha,1
shingled magnetic recording,1
shipbuilding,2
shipping container,1
shipyard,1
shlaer–mellor method,1
shoaling and schooling,2
shock absorber,2
shock wave,6
shoot,1
shooting method,10
shooting up,1
shopping mall,1
shore,9
short film,8
short message service,1
short radius,1
short run,1
short-term memory,7
short-time fourier transform,2
shortest path problem,27
shortwave radiation,1
shot noise,3
shotgun sequencing,1
shoulder muscle,1
shoulder surfing,4
shoulders,7
shovel,1
show control,1
shower,1
showroom,1
shrimp,1
shrinkage,2
shroud,2
shuffling,1
shutter,58
shutter lag,1
shutter speed,13
shuttle radar topography mission,3
shyster,1
side channel attack,5
side effect,2
sideband,1
siege,1
siemens,3
sierpinski triangle,1
sight,67
sightseeing guide,1
sigma,3
sigmoid function,2
sign language,35
signage,4
signal,5
signal compression,5
signal edge,1
signal generator,4
signal integrity,2
signal lamp,1
signal processing,233
signal reconstruction,4
signal strength,7
signal trace,1
signal transduction,3
signal transition,1
signal-flow graph,1
signal-to-interference ratio,1
signal-to-noise ratio,27
signals intelligence,1
signed distance function,41
signed number representations,1
significance values,2
signwriting,2
silence,4
silhouette,315
silhouette edge,4
silicon,4
silicon carbide,1
silicon compiler,1
silicon on insulator,1
silk,6
silver halide,2
silver salts,1
silver screen,4
simap,1
simcos,1
simd,121
similarity (geometry),7
similarity heuristic,1
similarity matrix,1
similarity measure,69
similarity solution,1
simile,1
similitude,10
simple algorithm,40
simple api for xml,1
simple extension,5
simple features,1
simple function,2
simple harmonic motion,3
simple interactive object extraction,2
simple joint,1
simple knowledge organization system,3
simple lens,2
simple linear regression,1
simple map,1
simple network management protocol,4
simple polygon,18
simple random sample,1
simple set,3
simple speech,1
simplex,12
simplex algorithm,6
simplex noise,1
simpli,1
simplicial approximation theorem,1
simplicial complex,8
simplicial map,1
simplified molecular-input line-entry system,1
simply connected space,8
simpson's paradox,1
simpson's rule,1
simscript,1
simula,6
simulated annealing,87
simulated reality,2
simulation,4743
simulation language,12
simulation modeling,65
simulation software,44
simulation-based optimization,1
simulations and games in economics education,4
simulator sickness,29
simultaneity,2
simultaneous editing,1
simultaneous equations,4
simultaneous game,1
simultaneous localization and mapping,45
simultaneous multithreading,2
simultaneous perturbation stochastic approximation,1
sincerity,1
sine wave,9
singing,6
single antenna interference cancellation,1
single cell sequencing,1
single center,1
single character,4
single document interface,1
single lobe,1
single lobed,1
single particle analysis,2
single patch,1
single-board computer,1
single-cell analysis,1
single-chip cloud computer,3
single-core,1
single-linkage clustering,2
single-machine scheduling,1
single-mode optical fiber,1
single-molecule experiment,1
single-nucleotide polymorphism,4
single-page application,2
single-photon emission computed tomography,7
single-precision floating-point format,4
single-valued function,1
singleton,3
singular integral,1
singular perturbation,1
singular point of a curve,7
singular value,3
singular value decomposition,35
singularity,16
singularity theory,1
sink (computing),5
sintering,1
siren (mythology),1
sirius,1
sister,3
sister chromatids,1
site analysis,2
site manager,2
site map,3
site planning,3
site selection,1
sitting,5
situated,66
situated cognition,1
situated learning,2
situation analysis,7
situation awareness,77
situational ethics,1
six degrees of freedom,39
six million,1
sixthsense,2
size change,1
size effect on structural strength,1
size function,1
size perception,6
sizing,2
skating rink,1
skeletal animation,359
skeletal muscle,2
skeleton (computer programming),305
skeletonization,22
skepticism,2
sketch,467
sketch recognition,54
sketch-based modeling,92
skew,19
skewness,1
skills management,4
skimmer (machine),1
skin,15
skin ageing,1
skin aging,2
skin appearance,7
skin cancer,1
skin care,2
skin colors,1
skin complexion,1
skin conductance,9
skin effect,2
skin elasticity,1
skin friction line,1
skin pigment,1
skin roughness,1
skin stretch,3
skin surfaces,2
skin texture,7
skin.status,1
skinning,48
skip list,2
skull,22
skull base tumor,1
skull bone,1
skull feature,1
skull surface,1
skunk,1
skunkworks project,1
sky,74
sky brightness,6
skybox,4
skyglow,1
skylight,15
skyline,11
skyshine,1
slab,3
slam-dunk,1
slates,3
sleep attacks,1
sleep pattern,1
sleep study,1
slerp,2
slice preparation,1
slice sampling,10
slicing,67
slide projector,1
slider,4
sliding window protocol,9
slight change,2
slightly worse,4
slime mold,1
slip (materials science),9
slippage,2
slipping,3
slit,3
slit lamp,1
slogan,1
slope field,12
slope one,1
slow light,1
slow motion,8
slow movement,1
slowdown,1
slowness,1
sludge,1
slurry,1
sma*,3
smacker video,67
small and medium-sized enterprises,2
small bladder,1
small business,2
small cell,2
small data,14
small form factor,2
small hand,1
small molecule,2
small molecule libraries,1
small multiple,9
small number,224
small set,39
small tumors,1
small-world network,3
smalltalk,15
smarketing,1
smart cache,2
smart camera,144
smart card,6
smart city,28
smart client,2
smart device,6
smart environment,17
smart glass,5
smart grid,17
smart lighting,9
smart material,1
smart meter,6
smart objects,5
smart pointer,1
smart power,2
smart products,1
smart system,2
smartglasses,3
smartwatch,17
smaug,2
smith–waterman algorithm,6
smoke,22
smoke ring,1
smoking cessation,1
smooth muscle tissue,1
smooth pursuit,16
smooth pursuit movement,1
smooth structure,1
smoothed finite element method,4
smoothed-particle hydrodynamics,58
smoothing,247
smoothing group,83
smoothing spline,5
smoothness,117
smt placement equipment,2
snake oil,1
snap,18
snapshot (computer storage),63
snapshot algorithm,1
snapshot isolation,1
snell's law,2
snippet,3
snobol,2
snorkeling,1
snow,32
snow removal,1
snowflake,5
snowmelt,3
snp,2
snp array,1
soap,7
soap bubble,10
soar,1
sobel operator,21
sobol sequence,2
sobolev space,2
social anxiety,3
social behavior,6
social business,1
social capital,2
social change,1
social class,3
social cognition,3
social competence,1
social complexity,1
social computing,12
social connectedness,9
social crm,1
social data analysis,9
social determinants of health,1
social dialogue,2
social disruption,1
social dynamics,9
social ecological model,1
social engagement,2
social entrepreneurship,1
social environment,10
social exclusion,2
social experiment,3
social force model,4
social graph,3
social group,14
social heuristics,1
social identity approach,1
social identity theory,2
social influence,3
social information processing,1
social integration,1
social intelligence,2
social issues,3
social learning,4
social media,160
social media analytics,7
social media mining,1
social media optimization,2
social movement,2
social navigation,5
social network,275
social network analysis,89
social objects,1
social order,1
social perception,1
social phenomenon,1
social photography,2
social practice,1
social psychology,41
social relation,40
social research,1
social responsibility,4
social revolution,1
social robot,20
social science,11
social search,1
social semantic web,8
social semiotics,1
social simulation,3
social skills,7
social software,6
social software engineering,6
social space,7
social stratification,2
social structure,3
social studies,1
social studies of finance,1
social system,1
social theory,2
social value orientations,1
social visualization,14
social web,10
socialization,3
socially distributed cognition,2
socioeconomic status,3
socioeconomics,4
sociofact,1
sociogram,1
sociology,22
sociology of scientific knowledge,4
sociotechnical system,6
socks,1
socratic method,1
sodium silicate,1
soft biometrics,1
soft body dynamics,4
soft computing,15
soft error,3
soft focus,1
soft robotic,2
soft robotics,3
soft set,1
soft skills,5
soft systems methodology,2
soft tissue,16
soft-decision decoder,1
softening,1
softmax function,1
software,2759
software agent,40
software analysis pattern,8
software analytics,42
software archaeology,1
software architecture,103
software architecture description,2
software as a service,8
software bug,14
software build,2
software bus,1
software business,1
software calculator,1
software configuration management,4
software construction,20
software deployment,164
software design,72
software design description,2
software design document,1
software design pattern,40
software development,206
software development process,36
software distribution,1
software documentation,3
software ecosystem,2
software engine,1
software engineering,181
software evaluation,1
software evolution,9
software fault tolerance,4
software framework,88
software inspection,2
software license,2
software maintainer,1
software maintenance,40
software measurement,8
software metric,31
software mining,3
software peer review,2
software performance testing,25
software pipelining,3
software portability,124
software product line,8
software project management,6
software prototyping,44
software quality,21
software quality analyst,1
software quality assurance,2
software regression,1
software reliability testing,1
software rendering,1378
software repository,3
software requirements,10
software requirements specification,7
software review,2
software security assurance,7
software sizing,2
software suite,9
software system,281
software transactional memory,1
software verification,2
software verification and validation,5
software versioning,12
software visualization,321
software walkthrough,114
software-defined data center,1
software-defined networking,5
software-defined radio,1
soil and water assessment tool,1
soil mechanics,1
soil water,1
solar cell,2
solar eclipse,1
solar energy,2
solar irradiance,1
solar physics,1
solar power,2
solar system,4
solar wind,2
solaris cluster,1
solenoid,2
solfège,1
solid angle,11
solid fuel,1
solid geometry,46
solid mechanics,2
solid modeling,901
solid of revolution,2
solid wood,1
solid-state,8
solid-state drive,4
solid-state lighting,2
solid-state nuclear track detector,1
solidity,1
solitaire cryptographic algorithm,2
solubility,1
solution set,6
solution stack,1
solvent,1
solver,192
solving the geodesic equations,1
somatosensory system,3
somewhat difficult,1
sonar,29
sonar signal processing,1
sone,1
sonic boom,1
sonic interaction design,7
sonification,83
sonoelastography,1
sonographer,1
sophistication,9
sore throat,1
sorrow,1
sort,50
sort order,2
sorting,103
sorting algorithm,18
sorting network,2
soul,11
sound art,4
sound card,1
sound design,12
sound detection,1
sound installation,2
sound intensity,4
sound localization,9
sound masking,2
sound pressure,7
sound quality,23
sound recording and reproduction,34
sound reinforcement system,1
sound symbolism,1
sound transmission class,1
soundness,7
soundscape,20
source code,220
source credibility,1
source data,20
source document,3
source lines of code,11
source separation,12
source text,6
source type,1
source-specific multicast,2
sources of law,1
sousveillance,2
sovereign default,1
sowing,1
space (mathematics),1
space age,1
space art,2
space debris,2
space environment,5
space exploration,13
space launch,1
space mapping,6
space modulation,2
space partitioning,55
space physics,2
space research,3
space science,5
space science and engineering center,2
space shuttle,6
space simulator,1
space techniques,5
space technology,48
space time,38
space vehicle,3
space weather,2
space-based architecture,5
space-filling curve,13
space-filling model,1
space-time adaptive processing,1
spacecraft,12
spacecraft propulsion,1
spacetime,91
spaghetti code,1
spaghetti plot,3
spallation neutron source,2
spam and open relay blocking system,2
spambot,3
spamdexing,1
spamming,3
spamtrap,1
spanish civil war,4
spanner,1
spanning tree,14
spare part,4
spark (mathematics),14
spark chamber,1
spark plug,1
sparkline,8
sparql,14
sparse approximation,50
sparse array,1
sparse grid,4
sparse image,7
sparse matrix,57
sparse matrix-vector multiplication,1
sparse pca,2
sparse voxel octree,60
spartan,2
spatial ability,25
spatial acceleration,4
spatial analysis,313
spatial anti-aliasing,6
spatial cognition,11
spatial configuration,6
spatial contextual awareness,51
spatial correlation,14
spatial data infrastructure,17
spatial data transfer standard,1
spatial database,93
spatial decision support system,2
spatial dependence,2
spatial dependency,2
spatial descriptive statistics,1
spatial design,3
spatial displacement,1
spatial distribution,61
spatial ecology,9
spatial econometrics,2
spatial filter,12
spatial frequency,52
spatial intelligence,32
spatial light modulator,12
spatial memory,6
spatial music,2
spatial network,2
spatial network analysis software,1
spatial normalization,1
spatial organization,19
spatial orientations,1
spatial projection,2
spatial query,10
spatial reference system,9
spatial relation,53
spatial variability,19
spatial visualization,11
spatialization,21
spatial–temporal reasoning,1
spatio-temporal analysis,14
spatiotemporal analysis,3
spatiotemporal database,5
spatiotemporal pattern,3
speaker diarisation,2
speaker recognition,7
spearman rank-order correlation,1
spearman's rank correlation coefficient,1
spec#,5
special case,52
special education,8
special functions,4
special interest group,12
special needs,5
special observation,1
special relativity,9
special situation,2
specialty,1
species description,1
species distribution,1
species richness,2
specific activity,3
specific force,1
specific performance,1
specific weight,2
specific-information,2
specification,2
specification and description language,1
specification by example,1
specification language,21
specimen handling,1
speckle imaging,1
speckle noise,11
speckle pattern,19
spectacle,3
spectral bands,6
spectral clustering,7
spectral color,9
spectral density,9
spectral density estimation,3
spectral efficiency,3
spectral energy distribution,2
spectral envelope,1
spectral flux density,1
spectral graph theory,1
spectral imaging,24
spectral layout,1
spectral line,20
spectral method,11
spectral power distribution,21
spectral rendering,47
spectral resolution,4
spectral sensitivity,1
spectral signature,4
spectral space,2
spectral theory,1
spectrogram,15
spectrograph,1
spectrolite,1
spectrometer,3
spectrophotometry,1
spectroradiometer,5
spectroscopy,5
spectrum analyzer,18
spectrum management,1
specular highlight,75
specular reflection,255
specularity,25
speculation,3
speculative execution,4
speech acoustics,1
speech acquisition,1
speech analytics,4
speech characteristics,1
speech coding,19
speech corpus,5
speech enhancement,3
speech perception,3
speech processing,42
speech production,5
speech recognition,237
speech rehabilitation,1
speech segmentation,1
speech synthesis,73
speech synthesis markup language,1
speech technology,2
speech training,2
speech translation,2
speed (motion),6
speed limit,1
speed of sound,2
speedometer,2
speedup,394
spelling,6
sphenoid sinuses,1
sphere eversion,4
sphere mapping,4
sphere packing,4
spheres,41
spherical aberration,3
spherical basis,2
spherical cap,3
spherical coordinate system,8
spherical geometry,5
spherical harmonic lighting,42
spherical harmonics,105
spherical joint,1
spherical mean,1
spherical model,2
spherical polyhedron,1
spherical robot,1
spherical shell,1
spherical trigonometry,4
spheromak,2
sphinx,1
spider,12
spider silk,1
spike sorting,4
spike train,5
spiking neural network,13
spin-flip,2
spin-transfer torque,1
spin-weighted spherical harmonics,1
spin-½,18
spinal canal,1
spinal cord,2
spinal reflex,2
spinel,1
spinel group,1
sping,1
spinnaker,2
spinning,5
spinning drop method,1
spintronics,1
spiral,16
spiral bevel gear,2
spiral computed tomography,4
spiral galaxy,2
spirituality,2
spirograph,1
spirometer,1
spirometry,1
spitbol,1
spite,72
spitzer space telescope,5
splash,18
splash screen,1
splice,4
spline (mathematics),216
spline interpolation,58
spline wavelet,3
split attention effect,1
split screen,6
spmd,8
spoken dialog systems,5
spoken language,8
spoken word,1
spontaneous movements,1
spoofing attack,11
spooling,1
sports arena,2
sports equipment,3
sports marketing,1
sports medicine,1
spot color,1
spot welding,1
spots,1
spotting,4
spqr tree,2
spray painting,7
spread spectrum,2
spring pendulum,1
spring system,5
springing,1
sprint,1
sprint training,1
sprite (computer graphics),4
sprite (lightning),15
spriting,5
sprocket,1
spurious relationship,9
sql,51
sql injection,1
sql/psm,1
square (algebra),11
square face,1
square kilometer,2
square matrix,1
square mile,1
square root,6
square shape,1
square tiling,5
square wave,3
squash,2
squeak,4
squish,1
srec,3
srgb,21
srizbi botnet,1
sse2,2
ssh file transfer protocol,1
sss*,1
ssu rrna,2
stab wound,1
stability (learning theory),2
stability conditions,1
stability criterion,2
stability model,2
stability theory,3
stable curve,1
stable distribution,1
stable model semantics,1
stableford,1
stack (abstract data type),29
stack buffer overflow,1
stack overflow,4
stack trace,1
stackelberg competition,2
stacker,1
stacking,6
stadium,17
staffing,5
stage (cooking),2
stage fright,1
stage lighting,4
stage only,1
stagecraft,1
staging area,1
stain,2
stained glass,6
stair climbing,1
stairs,9
stairstep interpolation,68
stakeholder,9
stakeholder analysis,2
stakeholder management,1
stalactite,1
stalagmite,1
stalagmometric method,1
stall (engine),1
stall (fluid mechanics),4
stamping,4
stand firm,1
standalone program,3
standard 52-card deck,1
standard activity,2
standard algorithms,5
standard array,1
standard deviation,22
standard error,4
standard illuminant,44
standard language,1
standard normal table,1
standard operating procedure,1
standard template library,1
standard test image,27
standard-definition television,1
standardization,117
standardized approach,1
standards organization,6
standing height,1
standing wave,2
standpoint theory,1
stanford bunny,4
star (graph theory),1
star cluster,1
star formation,1
star polygon,1
star schema,2
star-shaped polygon,93
starfield,2
starfish,1
staring,1
starlight,2
starlight information visualization system,47
stars,32
starship,3
start times,2
starter,1
state diagram,10
state machine replication,2
state management,1
state observer,2
state of affairs,1
state of charge,1
state of matter,1
state of the environment,1
state pattern,2
state space,25
state variable,10
state vector,2
state-space representation,1
stateful firewall,3
stateless protocol,3
static analysis,15
static core,1
static library,1
static mesh,40
static program analysis,10
static random-access memory,10
static routing,4
static timing analysis,6
static variable,1
static web page,11
statics,3
stationary distribution,1
stationary phase approximation,1
stationary point,2
stationary process,1
stationary set,1
stationary state,1
stationary target indication,1
stationary wavelet transform,6
statistic,17
statistical assumption,4
statistical classification,44
statistical cluster,1
statistical data type,1
statistical database,4
statistical distance,2
statistical graphics,42
statistical hypothesis testing,39
statistical inference,10
statistical learning theory,1
statistical literacy,2
statistical mechanics,2
statistical model,71
statistical parameter,1
statistical parametric mapping,2
statistical physics,5
statistical power,2
statistical process control,1
statistical relational learning,2
statistical report,1
statistical signal processing,1
statistical theory,7
statistical thinking,2
statistician,4
statistics,118
statistics education,1
stator,1
statue,16
status quo,2
steady state,5
steady state visually evoked potential,1
steady-state free precession imaging,1
steam engine,1
steam locomotive,2
steam turbine,1
steam-assisted gravity drainage,1
steampunk,1
sted microscopy,1
steelmaking,1
steerable filter,1
steerable pyramid,1
steering wheel,4
steganalysis,10
steganography,27
steganography tools,6
stein's unbiased risk estimate,1
steiner point,1
stellar atmosphere,1
stellar black hole,2
stellar classification,1
stellar dynamics,1
stellation,1
stencil,27
stencil buffer,50
stencil code,1
stent,1
step detection,3
step response,2
stepper,3
stere,1
stereo camera,430
stereo cameras,349
stereo display,308
stereo imaging,27
stereo microscope,10
stereoblindness,7
stereographic projection,23
stereolithography,6
stereophonic sound,15
stereophotography,3
stereopsis,366
stereopsis recovery,1
stereoradiography,2
stereoscope,9
stereoscopic acuity,7
stereoscopic displays and applications,1
stereoscopic video coding,3
stereoscopic view,5
stereoscopy,995
stereotaxic technique,2
stereotaxy,123
stereotype,2
sterile field,1
stevens' power law,1
stick figure,9
stiction,3
stiffness,100
stiffness matrix,6
stigmergy,1
still camera,16
still frame,2
still room,7
stimulated emission,1
stimulation,19
stimulation technique,1
stimulus (physiology),10
stimulus control,1
stimulus modality,6
stimulus onset asynchrony,1
stippling,48
stippling (dentistry),1
stirling engine,1
stochastic approximation,4
stochastic block model,1
stochastic cellular automaton,1
stochastic control,2
stochastic differential equation,1
stochastic diffusion search,3
stochastic game,1
stochastic geometry,5
stochastic gradient descent,3
stochastic grammar,4
stochastic matrix,3
stochastic modelling,29
stochastic neural network,1
stochastic optimization,16
stochastic petri net,2
stochastic process,49
stochastic programming,1
stochastic resonance,2
stochastic screening,2
stochastic simulation,7
stochastic volatility,2
stock (geology),1
stock exchange,2
stock market,6
stockout,1
stokes drift,1
stokes parameters,1
stokes' theorem,1
stomphia coccinea,1
stone tool,2
stopping time,1
storage as a service,1
storage efficiency,5
storage tube,10
storage virtualization,1
stork,4
storm,14
storm data,1
storm surge,5
storm-scale,1
story-driven modeling,7
story-teller,1
storyboard,46
storytelling,157
straight skeleton,5
strain (chemistry),3
strain energy density function,2
strain gauge,3
strain rate,2
strapping,1
strategic management,1
strategic planning,14
strategic thinking,1
strategic urban planning,1
strategist,1
strategy map,1
strategy pattern,2
stratified sampling,11
stratigraphy,3
stratix,3
stratum,2
straw,1
stray light,3
streak,12
streak camera,1
streaking,1
stream,3
stream function,3
stream of consciousness (narrative mode),1
stream processing,39
streaming algorithm,10
streaming data,10
streaming simd extensions,2
streaming xml,4
"streamlines, streaklines, and pathlines",85
streams,347
streamsurface,5
street (environment),2
street furniture,2
street network,4
strengths and weaknesses,32
streptococcus pneumoniae,2
stress (mechanics),21
stress field,1
stress majorization,1
stress management,2
stress relaxation,2
stress resultants,1
stress shielding,2
strict constructionism,1
strict programming language,1
strictfp,6
stride,4
stride scheduling,1
strike and dip,1
string (computer science),11
string data.,1
string metric,3
string searching algorithm,9
string theory,2
strip photography,2
stripping (chemistry),1
strips,29
strobe light,3
stroboscope,6
stroboscopic effect,4
stroke,15
stroke order,1
stromal cell,1
strong and weak typing,1
strong prior,2
strongly connected component,3
stroop effect,1
structural alignment,8
structural approach,5
structural basin,1
structural bioinformatics,4
structural biology,6
structural change,7
structural coloration,2
structural communication,1
structural complexity,3
structural drawing,2
structural element,1
structural engineering,9
structural formula,2
structural genomics,1
structural geology,2
structural health monitoring,5
structural information theory,2
structural mechanics,3
structural motif,1
structural pattern,3
structural risk minimization,1
structural similarity,33
structural variation,3
structure (mathematical logic),7
structure chart,2
structure editor,5
structure factor,1
structure from motion,195
structure of management information,1
structure space,1
structure tensor,18
structured analysis,4
structured communication,1
structured content,2
structured data analysis,1
structured document,1
structured english,2
structured interview,4
structured light,151
structured prediction,4
structured programming,5
structured support vector machine,3
structured systems analysis and design method,3
structured text,3
structured-light 3d scanner,26
structure–activity relationship,2
structuring,27
structuring element,2
stuck-at fault,1
student activities,3
student engagement,14
student's t-distribution,1
studio,250
studio art,10
study execution,1
study guide,1
study object,2
stufe,1
stupidity,1
sturm's theorem,1
sturmian word,1
stuttgart,2
style analysis,11
style guide,1
style sheet,19
style sheet language,1
styled layer descriptor,1
stylized fact,152
stylometry,3
stylus,63
sub-band coding,6
sub-pixel resolution,72
subatomic particle,2
subatomic scale,1
subcarrier,4
subcategory,1
subcellular localization,1
subclass,3
subconscious,5
subdivision,195
subdivision surface,181
subframe,3
subgrade,1
subgraph isomorphism problem,1
subject access,1
subject-matter expert,39
subjective constancy,4
subjective improvement,1
subjective logic,1
subjective response,1
subjective validation,2
subjective video quality,11
subjectivity,15
sublime,3
subliminal stimuli,3
sublinear function,1
submanifold,1
submarine,6
submarine navigation,1
submarine pipeline,4
submersible pump,1
submodular set function,3
subnetwork,2
subnotebook,2
subobject,1
subpixel rendering,72
subroutine,41
subsea,2
subsequence,2
subsequent revision,1
subset and superset,7
subsidy,1
subsoil,1
subspace topology,81
subspecialty,1
substitution tiling,1
substrate (chemistry),1
substring,3
substructure,7
subsurface scattering,150
subthreshold conduction,1
subtitle,6
subtraction,29
subtractive color,18
subtractor,1
subtyping,3
subversion,1
successor cardinal,2
succinct data structure,1
succinctness,2
sucker,1
suction,1
sudden cardiac arrest,1
suffix,1
suffix tree,3
suffix tree clustering,1
suite,28
sulcus,1
sum of absolute differences,3
sumerian,1
summary statistics,2
summation,1
summative assessment,6
summed area table,18
sun dog,3
sun microsystems,4
sunburst,7
sundial,1
sunflower,1
sunlight,31
sunrise,1
suns in alchemy,1
sunset,3
sunspot,1
super video graphics array,1
super-recursive algorithm,1
supercell,2
supercluster,2
supercollider,7
supercomputer,214
supercomputer architecture,2
supercomputer education research centre,3
supercomputer operating systems,1
superellipse,3
superellipsoid,4
superfluidity,1
superformula,3
superimposition,25
superior temporal sulcus,1
superlens,1
superman,3
supernetwork,1
supernode,1
supernova,1
superoinferior,1
superposition principle,25
superpower,1
superquadrics,21
superresolution,101
supersampling,51
superscalar,2
supersonic speed,3
superstar,1
supertree,2
superuser,1
supervised learning,46
supervisor,13
supervisory control,6
supine position,6
supply and demand,2
supply chain,14
supply chain management,5
supply chain risk management,1
supply chain security,1
supply network,1
support function,4
support group,1
support surface,1
support vector machine,139
supreme court,2
surface acoustic wave,1
surface anatomy,1
surface computing,7
surface delta,1
surface diffusion,1
surface energy,3
surface face,1
surface finish,108
surface finishing,1
surface force,1
surface gradient,1
surface gravity,1
surface integral,4
surface layer,2
surface map,9
surface micromachining,1
surface mining,1
surface modification,1
surface of revolution,11
surface phenomenon,1
surface pressure,1
surface reconstruction,137
surface roughness,62
surface states,1
surface tension,16
surface triangulation,14
surface water,2
surface wave,9
surface weather observation,1
surface-area-to-volume ratio,1
surface-conduction electron-emitter display,2
surfel,30
surgery,59
surgery simulator,10
surgical aspirators,1
surgical drill,2
surgical incision,1
surgical instrument,13
surgical manipulation,4
surgical microscope,2
surgical planning,58
surgical template,1
surprise,11
surrender,3
surround sound,17
surveillance methods,1
survey data collection,18
survey methodology,3
survey research,3
survey sampling,1
surveyor,2
survival of the fittest,1
